模型,采样方法,FPR,TPR,AUC,阈值
SVM,BorderlineSMOTE,"[0.0, 0.0, 0.0, 0.00625, 0.00625, 0.01875, 0.01875, 0.025, 0.025, 0.03125, 0.03125, 0.0375, 0.0375, 0.04375, 0.04375, 0.06875, 0.06875, 0.075, 0.075, 0.0875, 0.0875, 1.0]","[0.0, 0.0058823529411764705, 0.8176470588235294, 0.8176470588235294, 0.888235294117647, 0.888235294117647, 0.9058823529411765, 0.9058823529411765, 0.9294117647058824, 0.9294117647058824, 0.9588235294117647, 0.9588235294117647, 0.9764705882352941, 0.9764705882352941, 0.9823529411764705, 0.9823529411764705, 0.9882352941176471, 0.9882352941176471, 0.9941176470588236, 0.9941176470588236, 1.0, 1.0]",0.9954411764705882,"[inf, 0.999991415550132, 0.9548470831955245, 0.9473303073888842, 0.8483220326096345, 0.8052933488356212, 0.7643865448628501, 0.7618371609004304, 0.6871845089489136, 0.654807375527224, 0.5508268011591385, 0.5487783216757924, 0.5381998544185637, 0.5311856386605872, 0.5223596367880748, 0.43656781633602304, 0.4063278062711244, 0.4062999694102881, 0.37282103700199204, 0.3018978691737661, 0.3008592857692935, 5.558143108169025e-08]"
SVM,SMOTEENN,"[0.0, 0.0, 0.0, 0.00625, 0.00625, 0.01875, 0.01875, 0.025, 0.025, 0.0375, 0.0375, 0.04375, 0.04375, 0.05, 0.05, 0.0875, 0.0875, 0.1125, 0.1125, 1.0]","[0.0, 0.0058823529411764705, 0.8411764705882353, 0.8411764705882353, 0.9117647058823529, 0.9117647058823529, 0.9176470588235294, 0.9176470588235294, 0.9470588235294117, 0.9470588235294117, 0.9588235294117647, 0.9588235294117647, 0.9647058823529412, 0.9647058823529412, 0.9882352941176471, 0.9882352941176471, 0.9941176470588236, 0.9941176470588236, 1.0, 1.0]",0.9956617647058823,"[inf, 0.9999533734612609, 0.507510168136886, 0.49723541407003286, 0.300591524314967, 0.2940109394950586, 0.2933487554645685, 0.291777615462987, 0.24388873945283104, 0.21317418287430032, 0.19228052842208768, 0.17169665982261348, 0.16049878037893078, 0.14848819843888308, 0.100643293196202, 0.06246917773475079, 0.04945265341917952, 0.04427420570957661, 0.040537064526528194, 5.37350488277183e-08]"
KNN,No Sampling,"[0.0, 0.00625, 0.0375, 0.18125, 0.38125, 0.68125, 1.0]","[0.0, 0.4117647058823529, 0.6588235294117647, 0.8411764705882353, 0.9647058823529412, 1.0, 1.0]",0.9198713235294118,"[inf, 1.0, 0.8, 0.6, 0.4, 0.2, 0.0]"
KNN,SMOTE,"[0.0, 0.00625, 0.03125, 0.14375, 0.325, 0.60625, 1.0]","[0.0, 0.40588235294117647, 0.6470588235294118, 0.8176470588235294, 0.9529411764705882, 1.0, 1.0]",0.9256617647058822,"[inf, 1.0, 0.8, 0.6, 0.4, 0.2, 0.0]"
KNN,BorderlineSMOTE,"[0.0, 0.00625, 0.025, 0.1375, 0.29375, 0.58125, 1.0]","[0.0, 0.40588235294117647, 0.6058823529411764, 0.8117647058823529, 0.9411764705882353, 0.9941176470588236, 1.0]",0.9231617647058824,"[inf, 1.0, 0.8, 0.6, 0.4, 0.2, 0.0]"
KNN,SMOTEENN,"[0.0, 0.00625, 0.00625, 0.025, 0.1125, 0.30625, 1.0]","[0.0, 0.2411764705882353, 0.4764705882352941, 0.6176470588235294, 0.8176470588235294, 0.9235294117647059, 1.0]",0.9097058823529411,"[inf, 1.0, 0.8, 0.6, 0.4, 0.2, 0.0]"
逻辑回归,No Sampling,"[0.0, 0.0, 0.0, 0.00625, 0.00625, 1.0]","[0.0, 0.0058823529411764705, 0.9882352941176471, 0.9882352941176471, 1.0, 1.0]",0.9999264705882354,"[inf, 0.999999999999988, 0.5733611042318425, 0.5617129414458505, 0.4332904767251058, 3.4261631768571895e-12]"
逻辑回归,SMOTE,"[0.0, 0.0, 0.0, 0.00625, 0.00625, 1.0]","[0.0, 0.0058823529411764705, 0.9882352941176471, 0.9882352941176471, 1.0, 1.0]",0.9999264705882354,"[inf, 0.999999999999964, 0.5844607351681805, 0.5373334549382597, 0.4301615527386235, 1.364140794409862e-13]"
逻辑回归,BorderlineSMOTE,"[0.0, 0.0, 0.0, 0.00625, 0.00625, 0.025, 0.025, 1.0]","[0.0, 0.0058823529411764705, 0.9882352941176471, 0.9882352941176471, 0.9941176470588236, 0.9941176470588236, 1.0, 1.0]",0.9998161764705882,"[inf, 0.9999999999999807, 0.5635763138814912, 0.5254410336138978, 0.46323221085803745, 0.3823869508351574, 0.38118332697243096, 1.1508181053198761e-13]"
逻辑回归,SMOTEENN,"[0.0, 0.0, 0.0, 0.00625, 0.00625, 0.0125, 0.0125, 0.03125, 0.03125, 1.0]","[0.0, 0.0058823529411764705, 0.9764705882352941, 0.9764705882352941, 0.9882352941176471, 0.9882352941176471, 0.9941176470588236, 0.9941176470588236, 1.0, 1.0]",0.9996691176470588,"[inf, 0.9999999998155444, 0.3411328760916295, 0.3147736290777846, 0.2622497636250292, 0.22846635748731553, 0.1856898885229148, 0.1739119631592898, 0.17356348618490383, 1.2467640720832794e-11]"
