模型,采样/插补方式,TP,FP,FN,TN,Precision,Recall,F1,FP真实标签构成
逻辑回归,边界SMOTE,38,17,1,1594,0.6909090909090909,0.9743589743589743,0.8085106382978723,中质量:17
