Fold,Model,Model_ZH,Method,Method_ZH,High_F1,Medium_F1,Low_F1,High_Precision,High_Recall,Macro_F1,Balanced_Accuracy,G_mean
5,Logistic Regression,逻辑回归,NoSampling,不采样,0.8,0.9671052631578947,0.9794721407624634,0.8571428571428571,0.75,0.915525801306786,0.9000393736364458,0.8933891433555499
5,Decision Tree,决策树,SMOTE,SMOTE,0.5555555555555556,0.8387096774193549,0.8734939759036144,0.5,0.625,0.7559197362928417,0.7779601228973833,0.7698499833793145
5,Random Forest,随机森林,SMOTE,SMOTE,0.7142857142857143,0.8932038834951457,0.913946587537092,0.8333333333333334,0.625,0.8404787284393174,0.8131640266966164,0.8012516231336408
5,SVM,支持向量机,SMOTE,SMOTE,0.8,0.9438943894389439,0.9590643274853801,0.8571428571428571,0.75,0.9009862389747747,0.8853613983450163,0.8798784823985342
5,KNN,K近邻,SMOTE,SMOTE,0.2692307692307692,0.7266187050359713,0.8787878787878788,0.1590909090909091,0.875,0.624879117684873,0.7972757961865665,0.791725787074352
5,Logistic Regression,逻辑回归,SMOTE,SMOTE,0.8421052631578947,0.9668874172185431,0.9793510324483776,0.7272727272727273,1.0,0.9294479042749385,0.9792158837122239,0.979105060854881
5,Decision Tree,决策树,SMOTEENN,SMOTEENN,0.4444444444444444,0.7333333333333333,0.8048048048048048,0.3157894736842105,0.75,0.6608608608608608,0.7540341840620682,0.7536942981233188
5,Random Forest,随机森林,SMOTEENN,SMOTEENN,0.7058823529411765,0.8789808917197452,0.8996960486322189,0.6666666666666666,0.75,0.8281864310977136,0.8431347869305346,0.8402522211429544
5,SVM,支持向量机,SMOTEENN,SMOTEENN,0.6666666666666666,0.9061488673139159,0.9309309309309309,0.6,0.75,0.8345821549705045,0.8611950221396021,0.8573983561411276
5,KNN,K近邻,SMOTEENN,SMOTEENN,0.25,0.7188612099644128,0.8792569659442725,0.14583333333333334,0.875,0.6160393919695618,0.7914278429701923,0.7862275139392167
5,Logistic Regression,逻辑回归,SMOTEENN,SMOTEENN,0.7619047619047619,0.9533333333333334,0.9734513274336283,0.6153846153846154,1.0,0.8962298075572411,0.970644049417141,0.970395948556044
5,Decision Tree,决策树,BorderlineSMOTE,BorderlineSMOTE,0.7,0.8078175895765473,0.8408408408408409,0.5833333333333334,0.875,0.7828861434724627,0.8383018344241767,0.8379052381093787
5,Random Forest,随机森林,BorderlineSMOTE,BorderlineSMOTE,0.8,0.9281045751633987,0.943952802359882,0.8571428571428571,0.75,0.8906857925077603,0.8753566218710868,0.8706270925235612
5,SVM,支持向量机,BorderlineSMOTE,BorderlineSMOTE,0.8,0.9470198675496688,0.9620991253644315,0.8571428571428571,0.75,0.9030396643047002,0.8873107160838076,0.8816632306610327
5,KNN,K近邻,BorderlineSMOTE,BorderlineSMOTE,0.2978723404255319,0.7394366197183099,0.8693009118541033,0.1794871794871795,0.875,0.635536623999315,0.8022071827840388,0.7983379551354881
5,Logistic Regression,逻辑回归,BorderlineSMOTE,BorderlineSMOTE,0.8421052631578947,0.9634551495016611,0.9764705882352941,0.7272727272727273,1.0,0.92734366696495,0.9770083781934602,0.9768645380109062
5,Decision Tree,决策树,GAN,GAN,0.34782608695652173,0.7774086378737541,0.8452380952380952,0.26666666666666666,0.5,0.6568242733561237,0.7017479312704129,0.6852100396509027
5,Random Forest,随机森林,GAN,GAN,0.6153846153846154,0.9210526315789473,0.9446064139941691,0.8,0.5,0.8270145536525773,0.7915069129778086,0.7601162182226562
5,SVM,支持向量机,GAN,GAN,0.5333333333333333,0.9306930693069307,0.9590643274853801,0.5714285714285714,0.5,0.8076969100418814,0.7976130539741554,0.7650443916348038
5,KNN,K近邻,GAN,GAN,0.42857142857142855,0.815068493150685,0.888235294117647,0.3,0.75,0.7106250719465869,0.8070401352903968,0.805138705089209
5,Logistic Regression,逻辑回归,GAN,GAN,0.7058823529411765,0.9570957095709571,0.9764705882352941,0.6666666666666666,0.75,0.8798162169158092,0.8936750448601268,0.8875403342135361
